time,T_horno,T_preH_pos,T_preH_neg,T_out_pos,T_out_neg,P_out_pos,P_out_neg,Humedad,T_humidificador,Voltaje,Corriente,FlujoO2,FlujoCO2,FlujoCO,FlujoH2,FlujoCH4,FlujoPurga,FlujoN2_neg,FlujoN2_pos,FlujoAire,Valvula solH2,Valvula solCO2,Valvula solCO,Valvula solCH4,Valvula solPurga,Valvula solN2_neg,Valvula solO2,Valvula solN2_pos,Valvula solAire
03-02 10:03:15.24,24.882,23.1205,23.7699,0.0,23.4222,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:15.51,24.8822,23.1173,23.7724,0.0,23.4137,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:15.78,24.8822,23.1173,23.7724,0.0,23.4137,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:16.05,24.8822,23.1173,23.7724,0.0,23.4137,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:16.31,24.8909,23.1298,23.7626,0.0,23.4129,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:16.58,24.8909,23.1298,23.7626,0.0,23.4129,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:16.84,24.8909,23.1298,23.7626,0.0,23.4129,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:17.10,24.8909,23.1298,23.7626,0.0,23.4129,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:17.37,24.8913,23.131,23.7633,0.0,23.416,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:17.64,24.8913,23.131,23.7633,0.0,23.416,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:17.90,24.8913,23.131,23.7633,0.0,23.416,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:18.16,24.8913,23.131,23.7633,0.0,23.416,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:18.42,24.8761,23.1161,23.7584,0.0,23.4076,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:18.68,24.8761,23.1161,23.7584,0.0,23.4076,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:18.94,24.8761,23.1161,23.7584,0.0,23.4076,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:19.21,24.8761,23.1161,23.7584,0.0,23.4076,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:19.47,24.8897,23.1264,23.7678,0.0,23.4246,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:19.73,24.8897,23.1264,23.7678,0.0,23.4246,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:19.99,24.8897,23.1264,23.7678,0.0,23.4246,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:20.26,24.8897,23.1264,23.7678,0.0,23.4246,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:20.52,24.8897,23.1237,23.7606,0.0,23.4178,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:20.79,24.8897,23.1237,23.7606,0.0,23.4178,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:21.06,24.8897,23.1237,23.7606,0.0,23.4178,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:21.33,24.888,23.1224,23.7657,0.0,23.4188,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:21.59,24.888,23.1224,23.7657,0.0,23.4188,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:21.86,24.888,23.1224,23.7657,0.0,23.4188,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:22.12,24.888,23.1224,23.7657,0.0,23.4188,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:22.39,24.8865,23.1178,23.7684,0.0,23.4161,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:22.65,24.8865,23.1178,23.7684,0.0,23.4161,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:22.92,24.8865,23.1178,23.7684,0.0,23.4161,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:23.18,24.8865,23.1178,23.7684,0.0,23.4161,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:23.45,24.8831,23.1213,23.7608,0.0,23.4206,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:23.71,24.8831,23.1213,23.7608,0.0,23.4206,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:23.98,24.8831,23.1213,23.7608,0.0,23.4206,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:24.24,24.8831,23.1213,23.7608,0.0,23.4206,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:24.51,24.888,23.1163,23.7669,0.0,23.4142,21.0,54.0,0.0,-40.0,0.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:24.77,24.888,23.1163,23.7669,0.0,23.4142,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:25.04,24.888,23.1163,23.7669,0.0,23.4142,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:25.30,24.8858,23.1178,23.7653,0.0,23.4168,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:25.57,24.8858,23.1178,23.7653,0.0,23.4168,21.0,54.0,0.0,-40.0,0.0,0.0,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:25.83,24.8858,23.1178,23.7653,0.0,23.4168,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:26.10,24.8858,23.1178,23.7653,0.0,23.4168,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:26.36,24.8846,23.1212,23.774,0.0,23.415,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:26.63,24.8846,23.1212,23.774,0.0,23.415,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:26.89,24.8846,23.1212,23.774,0.0,23.415,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:27.16,24.8846,23.1212,23.774,0.0,23.415,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:27.42,24.8749,23.1213,23.7597,0.0,23.4173,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:27.69,24.8749,23.1213,23.7597,0.0,23.4173,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:27.96,24.8749,23.1213,23.7597,0.0,23.4173,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:28.23,24.8749,23.1213,23.7597,0.0,23.4173,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:28.49,24.8771,23.1266,23.7737,0.0,23.4063,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:28.76,24.8771,23.1266,23.7737,0.0,23.4063,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:29.02,24.8771,23.1266,23.7737,0.0,23.4063,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:29.28,24.8771,23.1266,23.7737,0.0,23.4063,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:29.54,24.8752,23.1285,23.7658,0.0,23.4162,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:29.81,24.8752,23.1285,23.7658,0.0,23.4162,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:30.07,24.8752,23.1285,23.7658,0.0,23.4162,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:30.34,24.8595,23.1267,23.7637,0.0,23.4121,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:30.61,24.8595,23.1267,23.7637,0.0,23.4121,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:30.88,24.8595,23.1267,23.7637,0.0,23.4121,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:31.14,24.8595,23.1267,23.7637,0.0,23.4121,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:31.41,24.8697,23.1249,23.769,0.0,23.4159,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:31.67,24.8697,23.1249,23.769,0.0,23.4159,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:31.94,24.8697,23.1249,23.769,0.0,23.4159,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:32.20,24.8697,23.1249,23.769,0.0,23.4159,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:32.46,24.8697,23.1249,23.769,0.0,23.4159,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:32.72,24.8697,23.1249,23.769,0.0,23.4159,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:32.99,24.8697,23.1249,23.769,0.0,23.4159,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:33.25,24.8697,23.1249,23.769,0.0,23.4159,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:33.52,24.8767,23.1296,23.7668,0.0,23.4043,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:33.78,24.8767,23.1296,23.7668,0.0,23.4043,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:34.04,24.8767,23.1296,23.7668,0.0,23.4043,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:34.30,24.8891,23.1341,23.7733,0.0,23.4172,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:34.57,24.8891,23.1341,23.7733,0.0,23.4172,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:34.84,24.8891,23.1341,23.7733,0.0,23.4172,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:35.11,24.8891,23.1341,23.7733,0.0,23.4172,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:35.37,24.8891,23.1341,23.7733,0.0,23.4172,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:35.63,24.8891,23.1341,23.7733,0.0,23.4172,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:35.89,24.8891,23.1341,23.7733,0.0,23.4172,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
03-02 10:03:36.15,24.8891,23.1341,23.7733,0.0,23.4172,21.0,54.0,0.0,-40.0,-1,-1,7.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,True,False,False,True,False,True,False,False,False
